,nome,estado
1269540,Jair Bolsonaro,AM
616064,Lula,AM
958793,Jair Bolsonaro,AM
2350734,Lula,AM
317023,Jair Bolsonaro,AM
170344,Jair Bolsonaro,AM
250320,Lula,AM
1000732,Lula,AM
378935,Jair Bolsonaro,AM
1768593,Jair Bolsonaro,AM
287064,Jair Bolsonaro,AM
919633,Jair Bolsonaro,AM
1549310,Lula,AM
1471576,Lula,AM
1087650,Jair Bolsonaro,AM
1282768,Jair Bolsonaro,AM
727852,Lula,AM
1251905,Lula,AM
1442692,Jair Bolsonaro,AM
980109,Lula,AM
1118636,Jair Bolsonaro,AM
1627564,Jair Bolsonaro,AM
671387,Lula,AM
1799748,Lula,AM
2157290,Lula,AM
333363,Jair Bolsonaro,AM
668184,Lula,AM
1793111,Lula,AM
2160575,Lula,AM
2316354,Lula,AM
1553827,Jair Bolsonaro,AM
991894,Lula,AM
186350,Jair Bolsonaro,AM
699887,Jair Bolsonaro,AM
1201432,Jair Bolsonaro,AM
1094028,Lula,AM
1676566,Jair Bolsonaro,AM
1905389,Jair Bolsonaro,AM
1247454,Jair Bolsonaro,AM
523580,Lula,AM
